candidate_name,model_type,benchmark,horizon_months,n_features,feature_columns,notes,policy_return_sign,policy_return_tiered,policy_uplift_vs_sell_50_sign,policy_uplift_vs_sell_50_tiered,n_obs,ic,hit_rate,mae,oos_r2,nw_ic,nw_p_value,strategy
gbt_lean_plus_two,gbt,BND,6,13,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,pif_growth_yoy,investment_book_yield",Adds the two strongest v9 GBT add-one winners.,0.0940386374650505,0.045407733012846084,0.04363612889251643,-0.0049947755596880025,150,0.1881029782237845,0.68,0.1267559442809721,-0.27782113397757446,0.1881029782237845,0.08164998954902608,
gbt_lean_plus_three,gbt,BND,6,14,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,pif_growth_yoy,investment_book_yield,underwriting_income_growth_yoy",Adds the two strongest wins plus a third underwriting-growth feature.,0.08691639315061493,0.045477599013617115,0.03651388457808085,-0.0049249095589169655,150,0.13844269304900886,0.6466666666666666,0.13012598659189473,-0.32250316675281865,0.13844269304900886,0.22494204754838482,
bayesian_ridge_current,bayesian_ridge,BND,6,16,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,combined_ratio_ttm,investment_income_growth_yoy,roe_net_income_ttm,buyback_yield,buyback_acceleration",Current production BayesianRidge feature set.,0.07445330742409859,0.04484278158336152,0.02405079885156451,-0.005559726989172571,150,0.27383083692608556,0.58,0.15823799983294629,-1.2720264024847454,0.27383083692608556,0.03616528469734151,
bayesian_ridge_lean_v1,bayesian_ridge,BND,6,14,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,combined_ratio_ttm,npw_growth_yoy,roe",Smaller BayesianRidge set meant to test whether instability is partly feature-cost driven.,0.07769056295574041,0.04321261962079206,0.027288054383206327,-0.007189888951742021,150,0.1752664562869461,0.62,0.16065054270787912,-1.110331950964461,0.1752664562869461,0.19560480509640674,
baseline_historical_mean,baseline,BND,6,0,,Simple non-ML baseline.,0.10080501714506815,0.05021787644614068,0.050402508572534074,-0.0001846321263933981,150,-0.02335787910478299,0.7533333333333333,0.11214868394685844,-0.08936537908430808,-0.02335787910478299,0.8915337059760358,historical_mean
baseline_last_value,baseline,BND,6,0,,Simple non-ML baseline.,0.073851713034022,0.03629358774559057,0.02344920446148793,-0.014108920826943509,150,-0.2016378521623131,0.6333333333333333,0.1616277595672115,-1.1497522510327585,-0.2016378521623131,0.0922971230605787,last_value
baseline_zero,baseline,BND,6,0,,Simple non-ML baseline.,0.0,0.0,-0.050402508572534074,-0.050402508572534074,150,,0.0,0.13848052139713998,-0.5758363609765151,,1.513754243161048e-20,zero
elasticnet_current,elasticnet,VNQ,6,14,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,investment_income_growth_yoy,roe_net_income_ttm,underwriting_income",Current production ElasticNet feature set.,0.05577619968512384,0.029326468064330532,0.023387610775756965,-0.0030621208450363336,180,0.25107763059463895,0.5944444444444444,0.1623861615746005,-0.7279712356138182,0.25107763059463895,0.04242712579708037,
elasticnet_lean_v1,elasticnet,VNQ,6,13,"mom_3m,mom_6m,mom_12m,yield_slope,yield_curvature,credit_spread_hy,nfci,vix,investment_income_growth_yoy,roe_net_income_ttm,underwriting_income,medical_cpi_yoy,roe",Drops weaker macro features and adds the strongest v9 add-one winners.,0.05763959295447255,0.03142721632110043,0.02525100404510568,-0.0009613725882664317,180,0.3108814409835702,0.6111111111111112,0.1494974338915415,-0.37164326124909786,0.3108814409835702,0.002306414357583712,
ridge_current,ridge,VNQ,6,14,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,combined_ratio_ttm,investment_income_growth_yoy,roe_net_income_ttm",Current production Ridge feature set.,0.04735471018227996,0.02286699887488946,0.014966121272913097,-0.009521590034477409,180,0.20907229647005565,0.5055555555555555,0.1459573978210788,-0.2985097961528336,0.20907229647005565,0.10586906709602383,
ridge_lean_v1,ridge,VNQ,6,12,"mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,combined_ratio_ttm,investment_income_growth_yoy,roe_net_income_ttm,npw_growth_yoy",Simpler Ridge set that keeps the best company features and removes weaker momentum/miles features.,0.05874839670587051,0.019924336058999806,0.026359807796503636,-0.012464252850367062,180,0.24371945636182182,0.5722222222222222,0.14574315719491512,-0.27039019387246044,0.24371945636182182,0.058626693632588774,
gbt_current,gbt,VNQ,6,11,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy",Current production GBT feature set.,0.0500169493475467,0.02808430991836353,0.017628360438179825,-0.004304278991003333,180,0.1438760691707927,0.5722222222222222,0.17220426009426598,-0.9363434552739216,0.1438760691707927,0.2651200063014735,
gbt_lean_plus_two,gbt,VNQ,6,13,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,pif_growth_yoy,investment_book_yield",Adds the two strongest v9 GBT add-one winners.,0.04612963063918753,0.027846714783007206,0.013741041729820647,-0.004541874126359662,180,0.19159254228759204,0.5666666666666667,0.1745330979799792,-1.082949826036562,0.19159254228759204,0.13881550406766277,
gbt_lean_plus_three,gbt,VNQ,6,14,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,pif_growth_yoy,investment_book_yield,underwriting_income_growth_yoy",Adds the two strongest wins plus a third underwriting-growth feature.,0.04338492904180475,0.02648375988662279,0.010996340132437873,-0.005904829022744077,180,0.13796360265592425,0.5444444444444444,0.17200720819304877,-0.9716445469845996,0.13796360265592425,0.2841523557923025,
bayesian_ridge_current,bayesian_ridge,VNQ,6,16,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,combined_ratio_ttm,investment_income_growth_yoy,roe_net_income_ttm,buyback_yield,buyback_acceleration",Current production BayesianRidge feature set.,0.06170878319273721,0.033741892594205555,0.02932019428337035,0.001353303684838689,180,0.29069209955039765,0.6111111111111112,0.20627607778332416,-9.972769985947249,0.29069209955039765,0.03238500275963794,
bayesian_ridge_lean_v1,bayesian_ridge,VNQ,6,14,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,combined_ratio_ttm,npw_growth_yoy,roe",Smaller BayesianRidge set meant to test whether instability is partly feature-cost driven.,0.05889861109106263,0.03353173732523449,0.026510022181695753,0.001143148415867623,180,0.15741843884070497,0.5888888888888889,0.17816873955631513,-1.0402108988074366,0.15741843884070497,0.23047344147499366,
baseline_historical_mean,baseline,VNQ,6,0,,Simple non-ML baseline.,0.06320269905586695,0.019401492004359932,0.030814110146500085,-0.012987096905006941,180,0.11437396479006202,0.6444444444444445,0.13270000054882153,-0.09946932138301512,0.11437396479006202,0.4805346561545874,historical_mean
baseline_last_value,baseline,VNQ,6,0,,Simple non-ML baseline.,0.024284178320376014,0.016498131386890696,-0.008104410588990854,-0.015890457522476177,180,-0.1179809631396352,0.4444444444444444,0.18622928237023295,-1.0980492376386075,-0.1179809631396352,0.34296086550805477,last_value
baseline_zero,baseline,VNQ,6,0,,Simple non-ML baseline.,0.0,0.0,-0.03238858890936687,-0.03238858890936687,180,,0.0,0.13786408121579755,-0.1875068082208904,,3.293098604560526e-23,zero
