benchmark,policy_name,threshold,classifier_model_type,regression_candidate,n_features,feature_set_key,feature_columns,regression_ic,regression_oos_r2,brier_score,accuracy,balanced_accuracy,precision,recall,base_rate,predicted_positive_rate,avg_hold_fraction,mean_policy_return,uplift_vs_sell_50,uplift_vs_regression_sign,experiment_mode,step,candidate_feature
VNQ,regression_sign,,ridge,ridge_lean_v1,1,roe,roe,0.3389816558124222,-0.09887204270034333,0.241138902528225,0.5777777777777777,0.5818181818181818,0.6888888888888889,0.5636363636363636,0.6111111111111112,0.5,0.6222222222222222,0.05705002723600759,0.024803512937692698,0.0,single_feature,1,roe
VNQ,classifier_only,0.5,ridge,ridge_lean_v1,1,roe,roe,0.3389816558124222,-0.09887204270034333,0.241138902528225,0.5777777777777777,0.5818181818181818,0.6888888888888889,0.5636363636363636,0.6111111111111112,0.5,0.5,0.05448266470217216,0.022236150403857256,-0.002567362533835431,single_feature,1,roe
VNQ,hybrid_confirm,0.5,ridge,ridge_lean_v1,1,roe,roe,0.3389816558124222,-0.09887204270034333,0.241138902528225,0.5777777777777777,0.5818181818181818,0.6888888888888889,0.5636363636363636,0.6111111111111112,0.5,0.35555555555555557,0.05022599644963303,0.017979482151318126,-0.0068240307863745645,single_feature,1,roe
VNQ,classifier_only,0.55,ridge,ridge_lean_v1,1,roe,roe,0.3389816558124222,-0.09887204270034333,0.241138902528225,0.5777777777777777,0.5818181818181818,0.6888888888888889,0.5636363636363636,0.6111111111111112,0.5,0.23333333333333334,0.02879412087244195,-0.0034523934258729474,-0.02825590636356564,single_feature,1,roe
VNQ,hybrid_confirm,0.55,ridge,ridge_lean_v1,1,roe,roe,0.3389816558124222,-0.09887204270034333,0.241138902528225,0.5777777777777777,0.5818181818181818,0.6888888888888889,0.5636363636363636,0.6111111111111112,0.5,0.16666666666666666,0.02818824105222967,-0.0040582732460852314,-0.02886178618377792,single_feature,1,roe
VNQ,classifier_only,0.6,ridge,ridge_lean_v1,1,roe,roe,0.3389816558124222,-0.09887204270034333,0.241138902528225,0.5777777777777777,0.5818181818181818,0.6888888888888889,0.5636363636363636,0.6111111111111112,0.5,0.15555555555555556,0.020522474143656853,-0.011724040154658047,-0.03652755309235074,single_feature,1,roe
VNQ,hybrid_confirm,0.6,ridge,ridge_lean_v1,1,roe,roe,0.3389816558124222,-0.09887204270034333,0.241138902528225,0.5777777777777777,0.5818181818181818,0.6888888888888889,0.5636363636363636,0.6111111111111112,0.5,0.12777777777777777,0.023370752959080605,-0.008875761339234295,-0.03367927427692699,single_feature,1,roe
VXUS,regression_sign,,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.41492087989558624,-0.026757702810232153,0.2767468874027842,0.6481481481481481,0.6957236842105263,0.88,0.5789473684210527,0.7037037037037037,0.46296296296296297,0.7407407407407407,0.08464142323787795,0.04534418708739859,0.0,single_feature,1,combined_ratio_ttm
VXUS,classifier_only,0.5,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.41492087989558624,-0.026757702810232153,0.2767468874027842,0.6481481481481481,0.6957236842105263,0.88,0.5789473684210527,0.7037037037037037,0.46296296296296297,0.46296296296296297,0.07340998349593322,0.03411274734545386,-0.011231439741944724,single_feature,1,combined_ratio_ttm
VXUS,hybrid_confirm,0.5,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.41492087989558624,-0.026757702810232153,0.2767468874027842,0.6481481481481481,0.6957236842105263,0.88,0.5789473684210527,0.7037037037037037,0.46296296296296297,0.35185185185185186,0.05578283453733051,0.01648559838685114,-0.028858588700547437,single_feature,1,combined_ratio_ttm
VXUS,classifier_only,0.55,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.41492087989558624,-0.026757702810232153,0.2767468874027842,0.6481481481481481,0.6957236842105263,0.88,0.5789473684210527,0.7037037037037037,0.46296296296296297,0.2777777777777778,0.04307362986511179,0.0037763937146324147,-0.04156779337276616,single_feature,1,combined_ratio_ttm
VXUS,hybrid_confirm,0.55,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.41492087989558624,-0.026757702810232153,0.2767468874027842,0.6481481481481481,0.6957236842105263,0.88,0.5789473684210527,0.7037037037037037,0.46296296296296297,0.2222222222222222,0.03391358437632464,-0.005383651774154728,-0.050727838861553305,single_feature,1,combined_ratio_ttm
VXUS,classifier_only,0.6,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.41492087989558624,-0.026757702810232153,0.2767468874027842,0.6481481481481481,0.6957236842105263,0.88,0.5789473684210527,0.7037037037037037,0.46296296296296297,0.2777777777777778,0.04307362986511179,0.0037763937146324147,-0.04156779337276616,single_feature,1,combined_ratio_ttm
VXUS,hybrid_confirm,0.6,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.41492087989558624,-0.026757702810232153,0.2767468874027842,0.6481481481481481,0.6957236842105263,0.88,0.5789473684210527,0.7037037037037037,0.46296296296296297,0.2222222222222222,0.03391358437632464,-0.005383651774154728,-0.050727838861553305,single_feature,1,combined_ratio_ttm
VEA,regression_sign,,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.317509222632117,0.038017631548993513,0.2766413701245578,0.5333333333333333,0.5418894830659536,0.6986301369863014,0.5151515151515151,0.66,0.4866666666666667,0.8333333333333334,0.07226788186663813,0.03786559093115328,0.0,single_feature,1,combined_ratio_ttm
VEA,classifier_only,0.5,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.317509222632117,0.038017631548993513,0.2766413701245578,0.5333333333333333,0.5418894830659536,0.6986301369863014,0.5151515151515151,0.66,0.4866666666666667,0.4866666666666667,0.0499846086436245,0.015582317708139648,-0.022283273223013628,single_feature,1,combined_ratio_ttm
VEA,hybrid_confirm,0.5,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.317509222632117,0.038017631548993513,0.2766413701245578,0.5333333333333333,0.5418894830659536,0.6986301369863014,0.5151515151515151,0.66,0.4866666666666667,0.4066666666666667,0.0372954560046456,0.002893165069160745,-0.03497242586199253,single_feature,1,combined_ratio_ttm
VEA,classifier_only,0.55,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.317509222632117,0.038017631548993513,0.2766413701245578,0.5333333333333333,0.5418894830659536,0.6986301369863014,0.5151515151515151,0.66,0.4866666666666667,0.34,0.03153083084642704,-0.002871460089057815,-0.040737051020211086,single_feature,1,combined_ratio_ttm
VEA,hybrid_confirm,0.55,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.317509222632117,0.038017631548993513,0.2766413701245578,0.5333333333333333,0.5418894830659536,0.6986301369863014,0.5151515151515151,0.66,0.4866666666666667,0.26,0.01884167820744814,-0.015560612728036712,-0.053426203659189986,single_feature,1,combined_ratio_ttm
VEA,classifier_only,0.6,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.317509222632117,0.038017631548993513,0.2766413701245578,0.5333333333333333,0.5418894830659536,0.6986301369863014,0.5151515151515151,0.66,0.4866666666666667,0.26666666666666666,0.0336416552675904,-0.0007606356678944515,-0.03862622659904773,single_feature,1,combined_ratio_ttm
VEA,hybrid_confirm,0.6,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.317509222632117,0.038017631548993513,0.2766413701245578,0.5333333333333333,0.5418894830659536,0.6986301369863014,0.5151515151515151,0.66,0.4866666666666667,0.18666666666666668,0.020952502628611504,-0.013449788306873354,-0.05131537923802662,single_feature,1,combined_ratio_ttm
VHT,regression_sign,,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.18165911618696257,-0.5983100847477592,0.2410656343608617,0.546875,0.5198274896381764,0.6031746031746031,0.672566371681416,0.5885416666666666,0.65625,0.3125,0.024399285064339648,0.003630849585318001,0.0,single_feature,1,combined_ratio_ttm
VHT,classifier_only,0.5,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.18165911618696257,-0.5983100847477592,0.2410656343608617,0.546875,0.5198274896381764,0.6031746031746031,0.672566371681416,0.5885416666666666,0.65625,0.65625,0.035373483058911914,0.014605047579890276,0.010974197994572266,single_feature,1,combined_ratio_ttm
VHT,hybrid_confirm,0.5,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.18165911618696257,-0.5983100847477592,0.2410656343608617,0.546875,0.5198274896381764,0.6031746031746031,0.672566371681416,0.5885416666666666,0.65625,0.16666666666666666,0.023756726625543925,0.0029882911465222797,-0.0006425584387957234,single_feature,1,combined_ratio_ttm
VHT,classifier_only,0.55,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.18165911618696257,-0.5983100847477592,0.2410656343608617,0.546875,0.5198274896381764,0.6031746031746031,0.672566371681416,0.5885416666666666,0.65625,0.3854166666666667,0.02526238141114322,0.004493945932121584,0.0008630963468035727,single_feature,1,combined_ratio_ttm
VHT,hybrid_confirm,0.55,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.18165911618696257,-0.5983100847477592,0.2410656343608617,0.546875,0.5198274896381764,0.6031746031746031,0.672566371681416,0.5885416666666666,0.65625,0.11458333333333333,0.019798530721875134,-0.0009699047571465093,-0.004600754342464514,single_feature,1,combined_ratio_ttm
VHT,classifier_only,0.6,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.18165911618696257,-0.5983100847477592,0.2410656343608617,0.546875,0.5198274896381764,0.6031746031746031,0.672566371681416,0.5885416666666666,0.65625,0.296875,0.027537929614704637,0.006769494135682994,0.003138644550364989,single_feature,1,combined_ratio_ttm
VHT,hybrid_confirm,0.6,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.18165911618696257,-0.5983100847477592,0.2410656343608617,0.546875,0.5198274896381764,0.6031746031746031,0.672566371681416,0.5885416666666666,0.65625,0.109375,0.018661812688041575,-0.0021066227909800664,-0.005737472376298073,single_feature,1,combined_ratio_ttm
VPU,regression_sign,,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.25197013265333806,-0.3334276533669289,0.24101060943555744,0.609375,0.5846774193548387,0.7094017094017094,0.6693548387096774,0.6458333333333334,0.609375,0.6145833333333334,0.049724961016911116,0.024990229807706026,0.0,single_feature,1,combined_ratio_ttm
VPU,classifier_only,0.5,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.25197013265333806,-0.3334276533669289,0.24101060943555744,0.609375,0.5846774193548387,0.7094017094017094,0.6693548387096774,0.6458333333333334,0.609375,0.609375,0.04126824757967703,0.016533516370471932,-0.008456713437234087,single_feature,1,combined_ratio_ttm
VPU,hybrid_confirm,0.5,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.25197013265333806,-0.3334276533669289,0.24101060943555744,0.609375,0.5846774193548387,0.7094017094017094,0.6693548387096774,0.6458333333333334,0.609375,0.34375,0.04166344664813366,0.016928715438928568,-0.008061514368777459,single_feature,1,combined_ratio_ttm
VPU,classifier_only,0.55,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.25197013265333806,-0.3334276533669289,0.24101060943555744,0.609375,0.5846774193548387,0.7094017094017094,0.6693548387096774,0.6458333333333334,0.609375,0.5729166666666666,0.03609824149028302,0.01136351028107793,-0.013626719526628098,single_feature,1,combined_ratio_ttm
VPU,hybrid_confirm,0.55,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.25197013265333806,-0.3334276533669289,0.24101060943555744,0.609375,0.5846774193548387,0.7094017094017094,0.6693548387096774,0.6458333333333334,0.609375,0.3072916666666667,0.03649344055873965,0.01175870934953456,-0.01323152045817147,single_feature,1,combined_ratio_ttm
VPU,classifier_only,0.6,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.25197013265333806,-0.3334276533669289,0.24101060943555744,0.609375,0.5846774193548387,0.7094017094017094,0.6693548387096774,0.6458333333333334,0.609375,0.40625,0.03663425393143858,0.011899522722233493,-0.013090707085472539,single_feature,1,combined_ratio_ttm
VPU,hybrid_confirm,0.6,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.25197013265333806,-0.3334276533669289,0.24101060943555744,0.609375,0.5846774193548387,0.7094017094017094,0.6693548387096774,0.6458333333333334,0.609375,0.24479166666666666,0.03174616975020484,0.007011438540999754,-0.017978791266706276,single_feature,1,combined_ratio_ttm
BNDX,regression_sign,,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.46423197056108445,-0.22948336333880448,0.3285893285822908,0.5641025641025641,0.627435064935065,0.84375,0.48214285714285715,0.717948717948718,0.41025641025641024,0.7307692307692307,0.1082784863421787,0.059108087321326025,0.0,single_feature,1,combined_ratio_ttm
BNDX,classifier_only,0.5,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.46423197056108445,-0.22948336333880448,0.3285893285822908,0.5641025641025641,0.627435064935065,0.84375,0.48214285714285715,0.717948717948718,0.41025641025641024,0.41025641025641024,0.07350798758035829,0.024337588559505605,-0.03477049876182041,single_feature,1,combined_ratio_ttm
BNDX,hybrid_confirm,0.5,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.46423197056108445,-0.22948336333880448,0.3285893285822908,0.5641025641025641,0.627435064935065,0.84375,0.48214285714285715,0.717948717948718,0.41025641025641024,0.3974358974358974,0.06947069148266777,0.02030029246181509,-0.03880779485951093,single_feature,1,combined_ratio_ttm
BNDX,classifier_only,0.55,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.46423197056108445,-0.22948336333880448,0.3285893285822908,0.5641025641025641,0.627435064935065,0.84375,0.48214285714285715,0.717948717948718,0.41025641025641024,0.38461538461538464,0.06905000443677552,0.019879605415922843,-0.03922848190540318,single_feature,1,combined_ratio_ttm
BNDX,hybrid_confirm,0.55,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.46423197056108445,-0.22948336333880448,0.3285893285822908,0.5641025641025641,0.627435064935065,0.84375,0.48214285714285715,0.717948717948718,0.41025641025641024,0.3717948717948718,0.065012708339085,0.015842309318232328,-0.0432657780030937,single_feature,1,combined_ratio_ttm
BNDX,classifier_only,0.6,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.46423197056108445,-0.22948336333880448,0.3285893285822908,0.5641025641025641,0.627435064935065,0.84375,0.48214285714285715,0.717948717948718,0.41025641025641024,0.32051282051282054,0.05457345214560943,0.005403053124756746,-0.053705034196569267,single_feature,1,combined_ratio_ttm
BNDX,hybrid_confirm,0.6,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.46423197056108445,-0.22948336333880448,0.3285893285822908,0.5641025641025641,0.627435064935065,0.84375,0.48214285714285715,0.717948717948718,0.41025641025641024,0.3076923076923077,0.050536156047918904,0.0013657570270662327,-0.05774233029425979,single_feature,1,combined_ratio_ttm
BND,regression_sign,,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.43988266145162014,-0.4406650109003325,0.2773769841351063,0.6,0.6799812030075187,0.90625,0.5178571428571429,0.7466666666666667,0.4266666666666667,0.7266666666666667,0.09263298066431477,0.043018025553232433,0.0,single_feature,1,combined_ratio_ttm
BND,classifier_only,0.5,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.43988266145162014,-0.4406650109003325,0.2773769841351063,0.6,0.6799812030075187,0.90625,0.5178571428571429,0.7466666666666667,0.4266666666666667,0.4266666666666667,0.07052306966359993,0.020908114552517596,-0.02210991100071484,single_feature,1,combined_ratio_ttm
BND,hybrid_confirm,0.5,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.43988266145162014,-0.4406650109003325,0.2773769841351063,0.6,0.6799812030075187,0.90625,0.5178571428571429,0.7466666666666667,0.4266666666666667,0.3933333333333333,0.06540006316403019,0.015785108052947854,-0.027232917500284587,single_feature,1,combined_ratio_ttm
BND,classifier_only,0.55,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.43988266145162014,-0.4406650109003325,0.2773769841351063,0.6,0.6799812030075187,0.90625,0.5178571428571429,0.7466666666666667,0.4266666666666667,0.34,0.05966417913965247,0.010049224028570138,-0.032968801524662306,single_feature,1,combined_ratio_ttm
BND,hybrid_confirm,0.55,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.43988266145162014,-0.4406650109003325,0.2773769841351063,0.6,0.6799812030075187,0.90625,0.5178571428571429,0.7466666666666667,0.4266666666666667,0.31333333333333335,0.05560619006725563,0.0059912349561732975,-0.03702679059705914,single_feature,1,combined_ratio_ttm
BND,classifier_only,0.6,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.43988266145162014,-0.4406650109003325,0.2773769841351063,0.6,0.6799812030075187,0.90625,0.5178571428571429,0.7466666666666667,0.4266666666666667,0.24666666666666667,0.04555161728166316,-0.004063337829419176,-0.04708136338265161,single_feature,1,combined_ratio_ttm
BND,hybrid_confirm,0.6,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.43988266145162014,-0.4406650109003325,0.2773769841351063,0.6,0.6799812030075187,0.90625,0.5178571428571429,0.7466666666666667,0.4266666666666667,0.23333333333333334,0.04266544059794069,-0.006949514513141647,-0.049967540066374085,single_feature,1,combined_ratio_ttm
VNQ,regression_sign,,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.3389816558124222,-0.09887204270034333,0.24385224687053572,0.5611111111111111,0.5474025974025974,0.6504854368932039,0.6090909090909091,0.6111111111111112,0.5722222222222222,0.6222222222222222,0.05705002723600759,0.024803512937692698,0.0,single_feature,1,combined_ratio_ttm
VNQ,classifier_only,0.5,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.3389816558124222,-0.09887204270034333,0.24385224687053572,0.5611111111111111,0.5474025974025974,0.6504854368932039,0.6090909090909091,0.6111111111111112,0.5722222222222222,0.5722222222222222,0.048179525578721696,0.01593301128040681,-0.008870501657285895,single_feature,1,combined_ratio_ttm
VNQ,hybrid_confirm,0.5,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.3389816558124222,-0.09887204270034333,0.24385224687053572,0.5611111111111111,0.5474025974025974,0.6504854368932039,0.6090909090909091,0.6111111111111112,0.5722222222222222,0.35555555555555557,0.04572027777664219,0.013473763478327289,-0.0113297494593654,single_feature,1,combined_ratio_ttm
VNQ,classifier_only,0.55,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.3389816558124222,-0.09887204270034333,0.24385224687053572,0.5611111111111111,0.5474025974025974,0.6504854368932039,0.6090909090909091,0.6111111111111112,0.5722222222222222,0.4888888888888889,0.03946418850354891,0.00721767420523401,-0.017585838732458683,single_feature,1,combined_ratio_ttm
VNQ,hybrid_confirm,0.55,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.3389816558124222,-0.09887204270034333,0.24385224687053572,0.5611111111111111,0.5474025974025974,0.6504854368932039,0.6090909090909091,0.6111111111111112,0.5722222222222222,0.3111111111111111,0.04097936633863725,0.00873285204032235,-0.016070660897370338,single_feature,1,combined_ratio_ttm
VNQ,classifier_only,0.6,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.3389816558124222,-0.09887204270034333,0.24385224687053572,0.5611111111111111,0.5474025974025974,0.6504854368932039,0.6090909090909091,0.6111111111111112,0.5722222222222222,0.3611111111111111,0.040944838519342275,0.008698324221027374,-0.016105188716665317,single_feature,1,combined_ratio_ttm
VNQ,hybrid_confirm,0.6,ridge,ridge_lean_v1,1,combined_ratio_ttm,combined_ratio_ttm,0.3389816558124222,-0.09887204270034333,0.24385224687053572,0.5611111111111111,0.5474025974025974,0.6504854368932039,0.6090909090909091,0.6111111111111112,0.5722222222222222,0.2833333333333333,0.03834465321945076,0.006098138921135865,-0.01870537401655683,single_feature,1,combined_ratio_ttm
VXUS,regression_sign,,ridge,ridge_lean_v1,1,pif_growth_yoy,pif_growth_yoy,0.41492087989558624,-0.026757702810232153,0.2465405034649377,0.6574074074074074,0.5032894736842105,0.7052631578947368,0.881578947368421,0.7037037037037037,0.8796296296296297,0.7407407407407407,0.08464142323787795,0.04534418708739859,0.0,single_feature,1,pif_growth_yoy
VXUS,classifier_only,0.5,ridge,ridge_lean_v1,1,pif_growth_yoy,pif_growth_yoy,0.41492087989558624,-0.026757702810232153,0.2465405034649377,0.6574074074074074,0.5032894736842105,0.7052631578947368,0.881578947368421,0.7037037037037037,0.8796296296296297,0.8796296296296297,0.061945431858050556,0.02264819570757119,-0.02269599137982739,single_feature,1,pif_growth_yoy
VXUS,hybrid_confirm,0.5,ridge,ridge_lean_v1,1,pif_growth_yoy,pif_growth_yoy,0.41492087989558624,-0.026757702810232153,0.2465405034649377,0.6574074074074074,0.5032894736842105,0.7052631578947368,0.881578947368421,0.7037037037037037,0.8796296296296297,0.6203703703703703,0.06799238279496977,0.028695146644490407,-0.016649040442908172,single_feature,1,pif_growth_yoy
VXUS,classifier_only,0.55,ridge,ridge_lean_v1,1,pif_growth_yoy,pif_growth_yoy,0.41492087989558624,-0.026757702810232153,0.2465405034649377,0.6574074074074074,0.5032894736842105,0.7052631578947368,0.881578947368421,0.7037037037037037,0.8796296296296297,0.5833333333333334,0.03849464507195855,-0.0008025910785208104,-0.046146778165919396,single_feature,1,pif_growth_yoy
VXUS,hybrid_confirm,0.55,ridge,ridge_lean_v1,1,pif_growth_yoy,pif_growth_yoy,0.41492087989558624,-0.026757702810232153,0.2465405034649377,0.6574074074074074,0.5032894736842105,0.7052631578947368,0.881578947368421,0.7037037037037037,0.8796296296296297,0.4351851851851852,0.047001709741815355,0.007704473591335992,-0.03763971349606259,single_feature,1,pif_growth_yoy
VXUS,classifier_only,0.6,ridge,ridge_lean_v1,1,pif_growth_yoy,pif_growth_yoy,0.41492087989558624,-0.026757702810232153,0.2465405034649377,0.6574074074074074,0.5032894736842105,0.7052631578947368,0.881578947368421,0.7037037037037037,0.8796296296296297,0.5555555555555556,0.043240151269897366,0.003942915119418009,-0.04140127196798058,single_feature,1,pif_growth_yoy
VXUS,hybrid_confirm,0.6,ridge,ridge_lean_v1,1,pif_growth_yoy,pif_growth_yoy,0.41492087989558624,-0.026757702810232153,0.2465405034649377,0.6574074074074074,0.5032894736842105,0.7052631578947368,0.881578947368421,0.7037037037037037,0.8796296296296297,0.4351851851851852,0.047001709741815355,0.007704473591335992,-0.03763971349606259,single_feature,1,pif_growth_yoy
VEA,regression_sign,,ridge,ridge_lean_v1,1,pif_growth_yoy,pif_growth_yoy,0.317509222632117,0.038017631548993513,0.2812181193840959,0.5133333333333333,0.4364230540701129,0.6203703703703703,0.6767676767676768,0.66,0.72,0.8333333333333334,0.07226788186663813,0.03786559093115328,0.0,single_feature,1,pif_growth_yoy
VEA,classifier_only,0.5,ridge,ridge_lean_v1,1,pif_growth_yoy,pif_growth_yoy,0.317509222632117,0.038017631548993513,0.2812181193840959,0.5133333333333333,0.4364230540701129,0.6203703703703703,0.6767676767676768,0.66,0.72,0.72,0.03545553761692556,0.001053246681440704,-0.03681234424971257,single_feature,1,pif_growth_yoy
VEA,hybrid_confirm,0.5,ridge,ridge_lean_v1,1,pif_growth_yoy,pif_growth_yoy,0.317509222632117,0.038017631548993513,0.2812181193840959,0.5133333333333333,0.4364230540701129,0.6203703703703703,0.6767676767676768,0.66,0.72,0.5533333333333333,0.03891883761259398,0.004516546677109124,-0.03334904425404415,single_feature,1,pif_growth_yoy
VEA,classifier_only,0.55,ridge,ridge_lean_v1,1,pif_growth_yoy,pif_growth_yoy,0.317509222632117,0.038017631548993513,0.2812181193840959,0.5133333333333333,0.4364230540701129,0.6203703703703703,0.6767676767676768,0.66,0.72,0.5533333333333333,0.02837188390298954,-0.006030407032495309,-0.043895997963648584,single_feature,1,pif_growth_yoy
VEA,hybrid_confirm,0.55,ridge,ridge_lean_v1,1,pif_growth_yoy,pif_growth_yoy,0.317509222632117,0.038017631548993513,0.2812181193840959,0.5133333333333333,0.4364230540701129,0.6203703703703703,0.6767676767676768,0.66,0.72,0.44666666666666666,0.03504318287889037,0.0006408919434055171,-0.03722469898774776,single_feature,1,pif_growth_yoy
VEA,classifier_only,0.6,ridge,ridge_lean_v1,1,pif_growth_yoy,pif_growth_yoy,0.317509222632117,0.038017631548993513,0.2812181193840959,0.5133333333333333,0.4364230540701129,0.6203703703703703,0.6767676767676768,0.66,0.72,0.4666666666666667,0.026848431824960658,-0.007553859110524201,-0.04541945004167747,single_feature,1,pif_growth_yoy
VEA,hybrid_confirm,0.6,ridge,ridge_lean_v1,1,pif_growth_yoy,pif_growth_yoy,0.317509222632117,0.038017631548993513,0.2812181193840959,0.5133333333333333,0.4364230540701129,0.6203703703703703,0.6767676767676768,0.66,0.72,0.37333333333333335,0.03342959631338605,-0.000972694622098799,-0.038838285553252076,single_feature,1,pif_growth_yoy
VHT,regression_sign,,ridge,ridge_lean_v1,1,pif_growth_yoy,pif_growth_yoy,0.18165911618696257,-0.5983100847477592,0.2704990933711688,0.578125,0.5730368544863896,0.6538461538461539,0.6017699115044248,0.5885416666666666,0.5416666666666666,0.3125,0.024399285064339648,0.003630849585318001,0.0,single_feature,1,pif_growth_yoy
VHT,classifier_only,0.5,ridge,ridge_lean_v1,1,pif_growth_yoy,pif_growth_yoy,0.18165911618696257,-0.5983100847477592,0.2704990933711688,0.578125,0.5730368544863896,0.6538461538461539,0.6017699115044248,0.5885416666666666,0.5416666666666666,0.5416666666666666,0.029551024308388258,0.00878258882936662,0.00515173924404861,single_feature,1,pif_growth_yoy
VHT,hybrid_confirm,0.5,ridge,ridge_lean_v1,1,pif_growth_yoy,pif_growth_yoy,0.18165911618696257,-0.5983100847477592,0.2704990933711688,0.578125,0.5730368544863896,0.6538461538461539,0.6017699115044248,0.5885416666666666,0.5416666666666666,0.22916666666666666,0.018776184506598723,-0.001992250972422923,-0.005623100557740925,single_feature,1,pif_growth_yoy
VHT,classifier_only,0.55,ridge,ridge_lean_v1,1,pif_growth_yoy,pif_growth_yoy,0.18165911618696257,-0.5983100847477592,0.2704990933711688,0.578125,0.5730368544863896,0.6538461538461539,0.6017699115044248,0.5885416666666666,0.5416666666666666,0.40625,0.013458255786209261,-0.00731017969281238,-0.010941029278130386,single_feature,1,pif_growth_yoy
VHT,hybrid_confirm,0.55,ridge,ridge_lean_v1,1,pif_growth_yoy,pif_growth_yoy,0.18165911618696257,-0.5983100847477592,0.2704990933711688,0.578125,0.5730368544863896,0.6538461538461539,0.6017699115044248,0.5885416666666666,0.5416666666666666,0.171875,0.011071060581300729,-0.009697374897720915,-0.01332822448303892,single_feature,1,pif_growth_yoy
VHT,classifier_only,0.6,ridge,ridge_lean_v1,1,pif_growth_yoy,pif_growth_yoy,0.18165911618696257,-0.5983100847477592,0.2704990933711688,0.578125,0.5730368544863896,0.6538461538461539,0.6017699115044248,0.5885416666666666,0.5416666666666666,0.3489583333333333,0.009802227609176548,-0.010966207869845092,-0.0145970574551631,single_feature,1,pif_growth_yoy
